* Measurement data measured by REW V5.20.13
* Source: /Users/griff/Downloads/Generic DF HRTF.csv
* Format: Comma/Tab/Space delimited data
* Dated: Jul 18, 2023 2:12:43 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from /Users/griff/Downloads/Generic DF HRTF.csv Format: Comma/Tab/Space delimited data 25 values loaded, 20 Hz to 20,040 Hz log spaced
* Measurement: Generic DF HRTF
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
6150.000000	9.468
6220.000000	9.437
6300.000000	9.414
6400.000000	9.414
6500.000000	9.429
6600.000000	9.448
6700.000000	9.469
6800.000000	9.490
6900.000000	9.511
7000.000000	9.530
7100.000000	9.547
7200.000000	9.562
7300.000000	9.572
7400.000000	9.579
7500.000000	9.580
7620.000000	9.575
7750.000000	9.559
7880.000000	9.530
8000.000000	9.478
8120.000000	9.377
8250.000000	9.239
8380.000000	9.089
8500.000000	8.943
8620.000000	8.790
8750.000000	8.618
8850.000000	8.481
9000.000000	8.271
9120.000000	8.100
9250.000000	7.911
9380.000000	7.720
9500.000000	7.543
9620.000000	7.365
9750.000000	7.172
9880.000000	6.981
10000.000000	6.809
10150.000000	6.607
10300.000000	6.411
10440.000000	6.231
10600.000000	6.028
10750.000000	5.839
10900.000000	5.652
11060.000000	5.455
11200.000000	5.285
11380.000000	5.069
11500.000000	4.927
11720.000000	4.670
11800.000000	4.578
12060.000000	4.284
12200.000000	4.129
12410.000000	3.900
12500.000000	3.805
12650.000000	3.650
12800.000000	3.499
13150.000000	3.156
13200.000000	3.108
13400.000000	2.918
13600.000000	2.731
13800.000000	2.547
14000.000000	2.366
14300.000000	2.101
14500.000000	1.927
14750.000000	1.714
15000.000000	1.505
15250.000000	1.299
15500.000000	1.097
15750.000000	0.900
16000.000000	0.727
16250.000000	0.611
16500.000000	0.525
16750.000000	0.451
17000.000000	0.386
17250.000000	0.329
17500.000000	0.279
17750.000000	0.235
18000.000000	0.197
18250.000000	0.163
18500.000000	0.133
18750.000000	0.106
19000.000000	0.081
19250.000000	0.059
19500.000000	0.039
19750.000000	0.020
20000.000000	0.008
