* Measurement data measured by REW V5.20.13
* Source: EQ window target shape
* Format: 
* Dated: Oct 12, 2023 3:57:55 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: Target RMS Average 1
* Smoothing: 1/48 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
16254.986328	-0.099
16372.777344	-0.146
16491.421875	-0.190
16610.923828	-0.260
16731.294922	-0.328
16852.535156	-0.371
16974.656250	-0.414
17097.662109	-0.477
17221.558594	-0.546
17346.353516	-0.599
17472.052734	-0.657
17598.662109	-0.735
17726.189453	-0.819
17854.640625	-0.901
17984.021484	-0.978
18114.341797	-1.046
18245.605469	-1.113
18377.820312	-1.194
18510.994141	-1.274
18645.132812	-1.339
18780.242188	-1.403
18916.332031	-1.478
19053.408203	-1.556
19191.476562	-1.627
19330.546875	-1.693
19470.623047	-1.751
19611.714844	-1.797
19753.830078	-1.819
19896.974609	-1.833
